genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,combined_text
Reggae,Xavier Rudd,Follow the Sun,3KS09EvUKTtPgTHbBBsLCw,67,0.532,0.613,255493,0.391,2.63e-05,C,0.109,-10.749,Major,0.0385,123.985,4/4,0.218,"artist: xavier rudd, track: follow the sun, genre: reggae"
Soundtrack,West Dylan Thordson,Belief,0TCwFSD9Rydj5POIMEJTZT,32,0.748,0.224,183731,0.297,0.897,A#,0.105,-21.451,Major,0.0487,66.365,5/4,0.0434,"artist: west dylan thordson, track: belief, genre: soundtrack"
Country,Travis Tritt,Best of Intentions,7v3BvPRQS4DcsDzYU0BiVd,52,0.363,0.659,257400,0.468,0.0,G#,0.0964,-7.439,Major,0.0232,99.066,4/4,0.37,"artist: travis tritt, track: best of intentions, genre: country"
Comedy,Matt Braunger,Bachelorette Parties,5w3ICFpKVlu4TembWuwI8F,21,0.875,0.615,243080,0.828,0.0,G#,0.659,-5.976,Major,0.88,88.285,3/4,0.434,"artist: matt braunger, track: bachelorette parties, genre: comedy"
R&B,Trey Songz,Reflection,10qFh6PlEkDZBdgkyXmL3R,58,0.517,0.684,230117,0.56,2.17e-05,E,0.12,-7.939,Minor,0.056,140.021,4/4,0.149,"artist: trey songz, track: reflection, genre: rb"
Reggaeton,J Balvin,Bonita - Remix,4jKX16TcfQIrqY1ZzDIZb2,66,0.0121,0.799,322907,0.906,3.12e-05,F,0.126,-0.573,Minor,0.0377,96.006,4/4,0.604,"artist: j balvin, track: bonita  remix, genre: reggaeton"
Classical,Frédéric Chopin,"Nocturne in C-Sharp Minor, B. 49",664fcA80WZzNL7uJWcCkLe,53,0.991,0.315,244067,0.0146,0.859,C#,0.0776,-31.689,Minor,0.0447,130.274,3/4,0.112,"artist: frdric chopin, track: nocturne in csharp minor, b 49, genre: classical"
Electronic,NGHTMRE,Black Horse - NGHTMRE Remix,1KkqiJqjyDeTomUgdZRyUP,30,0.08,0.642,235000,0.66,0.601,C#,0.153,-5.913,Major,0.128,168.006,4/4,0.53,"artist: nghtmre, track: black horse  nghtmre remix, genre: electronic"
Soul,Matt Duncan,Heart & Arrow,3iRiQJsQmH0yPIOJn3Y4WQ,37,0.906,0.592,104786,0.15,0.0,D,0.343,-11.669,Major,0.119,115.025,4/4,0.381,"artist: matt duncan, track: heart  arrow, genre: soul"
Classical,John Adams,Hallelujah Junction,0lkddr8XvgjbZ5Pl2sVrZe,42,0.993,0.369,129880,0.298,0.929,D#,0.176,-20.784,Major,0.0387,115.298,4/4,0.499,"artist: john adams, track: hallelujah junction, genre: classical"
Rock,Jon Pardi,Can't Turn You Down,1Jt7MTekLEgU6NKj0e1kAB,56,0.29,0.623,203880,0.741,0.0,G#,0.122,-3.694,Major,0.0315,135.839,4/4,0.515,"artist: jon pardi, track: cant turn you down, genre: rock"
Reggaeton,"Tito ""El Bambino""",Tu Olor,4sY77iQvHooSMgc7BhXcmQ,36,0.0875,0.767,191267,0.76,1.18e-06,A,0.0502,-6.43,Major,0.0676,93.988,4/4,0.343,"artist: tito el bambino, track: tu olor, genre: reggaeton"
Pop,Spin Doctors,Two Princes,4ePP9So5xRzspjLFVVbj90,73,0.00162,0.543,256733,0.912,2.1e-06,G,0.0565,-10.71,Major,0.0601,103.731,4/4,0.836,"artist: spin doctors, track: two princes, genre: pop"
Ska,Big D and the Kids Table,Modern American Gypsy,7omzZ8KjSc3If5CByV4aZy,15,0.00577,0.48,160000,0.912,0.0,A,0.278,-1.784,Major,0.0645,94.001,4/4,0.559,"artist: big d and the kids table, track: modern american gypsy, genre: ska"
Ska,Screeching Weasel,Guest List,5K8g0FCy2XA5DI5qB2rwDY,30,0.00102,0.353,145880,0.975,5.06e-06,F#,0.308,-3.212,Minor,0.053,104.891,4/4,0.703,"artist: screeching weasel, track: guest list, genre: ska"
Classical,Nobuo Uematsu,Aerith's Theme (Final Fantasy VII),2s4wu9Z76eEczUOfAQXMEz,46,0.951,0.0866,348013,0.129,0.768,G,0.0764,-13.77,Major,0.0373,78.835,4/4,0.0385,"artist: nobuo uematsu, track: aeriths theme final fantasy vii, genre: classical"
Soundtrack,John Debney,Flagellation / Dark Choir / Disciples,6iL2MvpIoJVsPlUNOuRR7a,31,0.792,0.0603,354373,0.0322,0.954,A#,0.109,-28.809,Major,0.0429,62.635,3/4,0.0368,"artist: john debney, track: flagellation  dark choir  disciples, genre: soundtrack"
Opera,Giuseppe Verdi,Requiem: I. Requiem Aeternam,2FTjDL5gPdirt27mK7Obzt,24,0.951,0.0851,549387,0.0323,0.0997,A,0.0772,-28.632,Minor,0.0442,85.074,4/4,0.0381,"artist: giuseppe verdi, track: requiem: i requiem aeternam, genre: opera"
Folk,Leonard Cohen,Aleluya,1qFMUNah44kASCQhM66VxU,53,0.927,0.326,199573,0.202,0.00288,A,0.115,-11.293,Minor,0.0349,99.144,3/4,0.104,"artist: leonard cohen, track: aleluya, genre: folk"
Jazz,John Coltrane,Cousin Mary,0DBEfSktiApw6NoTpH1Sjc,41,0.473,0.529,349533,0.354,0.00371,C#,0.144,-15.427,Major,0.0546,111.434,4/4,0.443,"artist: john coltrane, track: cousin mary, genre: jazz"
Hip-Hop,SZA,Prom,5yvhdo8FXbBsIllxv2Rr94,64,0.0658,0.805,196133,0.702,0.0,C#,0.123,-4.877,Major,0.0887,120.041,4/4,0.225,"artist: sza, track: prom, genre: hiphop"
Hip-Hop,Future,Stick to the Models,0F7FlaQBiyNkV8iakTocsW,69,0.088,0.813,196180,0.543,7.42e-06,C#,0.112,-6.555,Minor,0.211,137.986,4/4,0.165,"artist: future, track: stick to the models, genre: hiphop"
Soundtrack,Ryuichi Sakamoto,solari,5DLSxDgCXT1OjCWtqqKbqs,36,0.888,0.202,232073,0.232,0.902,D,0.0903,-19.154,Minor,0.0336,88.348,3/4,0.046,"artist: ryuichi sakamoto, track: solari, genre: soundtrack"
Movie,Anika Noni Rose,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",2dlxN435ZY9ruxGYND2Hq0,64,0.809,0.512,144427,0.499,2.22e-05,C,0.284,-6.485,Major,0.0519,78.907,4/4,0.51,"artist: anika noni rose, track: almost there  from the princess and the frog  soundtrack version, genre: movie"
Indie,Colter Wall,Ballad of a Law Abiding Sophisticate,3t5UYY2uXE6CIEd6FYXrho,47,0.596,0.663,192307,0.302,0.52,F#,0.154,-9.431,Major,0.0312,114.129,4/4,0.434,"artist: colter wall, track: ballad of a law abiding sophisticate, genre: indie"
Classical,Johannes Brahms,"Symphony No.4 In E Minor, Op.98: 4. Allegro energico e passionato - Più allegro",2UrILPsnAc5Jh4VLGyFoKx,51,0.967,0.174,554000,0.15,0.84,E,0.113,-17.478,Minor,0.0403,79.299,4/4,0.0582,"artist: johannes brahms, track: symphony no4 in e minor, op98: 4 allegro energico e passionato  pi allegro, genre: classical"
Reggae,The Wailers,All Day All Night - Jamaican Version,4xuxMiCpES8B2AuVjfEnr8,40,0.067,0.687,209000,0.654,1.41e-06,D,0.0455,-6.13,Major,0.147,139.081,4/4,0.814,"artist: the wailers, track: all day all night  jamaican version, genre: reggae"
Soundtrack,Trevor Jones,The Kiss,28BMJNUEpAFUiPOBCk3Xw2,49,0.139,0.179,169067,0.236,0.826,C,0.197,-15.529,Major,0.0419,78.045,3/4,0.138,"artist: trevor jones, track: the kiss, genre: soundtrack"
Reggae,Ziggy Marley,True To Myself,5N0lcnJTtKj4wNDvurHige,64,0.0796,0.88,225600,0.564,0.0,C#,0.0565,-6.431,Major,0.0498,99.019,4/4,0.83,"artist: ziggy marley, track: true to myself, genre: reggae"
Children’s Music,The Revivalists,Otherside Of Paradise,0H24AD2xn4Nh2fysnZiqRl,50,0.443,0.431,237147,0.478,0.0,G,0.111,-8.274,Minor,0.0318,124.335,4/4,0.159,"artist: the revivalists, track: otherside of paradise, genre: childrens music"
Hip-Hop,Jaden Smith,SOHO,0gf2y5doKjsYaZJJZif4vz,72,0.342,0.547,208493,0.596,0.335,G#,0.148,-7.744,Minor,0.192,159.985,4/4,0.368,"artist: jaden smith, track: soho, genre: hiphop"
Jazz,Benny Goodman,Seven Come Eleven,2N9jl6Cc20TBqRBj0T3twV,33,0.885,0.585,218240,0.324,0.449,G#,0.107,-11.82,Major,0.0415,98.682,4/4,0.667,"artist: benny goodman, track: seven come eleven, genre: jazz"
World,Christy Nockels,My Anchor - Live,2LczyR2lRYvRMUEPlxyRiT,31,0.168,0.496,275973,0.668,0.0,F,0.71,-6.209,Major,0.0381,75.002,4/4,0.336,"artist: christy nockels, track: my anchor  live, genre: world"
Reggaeton,Jamsha,Pal Carajo el Trap ella Quiere Tra,2OZ1KrPbUSViBw54fSELdI,32,0.133,0.882,201600,0.834,0.0,A,0.067,-4.875,Major,0.215,100.039,4/4,0.739,"artist: jamsha, track: pal carajo el trap ella quiere tra, genre: reggaeton"
Jazz,Pat Metheny Group,Slip Away,6K8EySFp9WNmqm1paTflzx,34,0.658,0.51,323840,0.744,0.326,G,0.356,-9.024,Minor,0.0284,118.314,4/4,0.631,"artist: pat metheny group, track: slip away, genre: jazz"
Dance,Ne-Yo,"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)",3qSnj1FzIKMgx6svJO2dgr,64,0.184,0.782,221279,0.671,2.27e-06,D,0.125,-5.127,Minor,0.0459,106.975,4/4,0.706,"artist: neyo, track: push back neyo, bebe rexha, stefflon don, genre: dance"
Indie,MercyMe,Dear Younger Me,4ZpmGpw5L8kG0VNr3Zhgji,53,0.0959,0.618,206587,0.906,1.93e-05,G,0.508,-4.81,Major,0.0862,99.014,4/4,0.631,"artist: mercyme, track: dear younger me, genre: indie"
World,Israel Houghton,Hosanna (Be Lifted Higher),0lNKLejMaqQLLR7Ikyp7Rs,43,0.0105,0.356,513187,0.677,8.82e-05,C,0.386,-5.292,Major,0.0346,136.01,4/4,0.0395,"artist: israel houghton, track: hosanna be lifted higher, genre: world"
Rock,Motion City Soundtrack,L.G. FUAD,2gxfUzq0kLUwdHIo87aHIC,50,0.0392,0.587,186893,0.619,0.0,C#,0.0867,-4.615,Major,0.032,139.963,4/4,0.627,"artist: motion city soundtrack, track: lg fuad, genre: rock"
Comedy,Joe Zimmerman,Lasik,4KQfDySuF468mInNdE79Mz,12,0.938,0.579,105705,0.687,0.0,C,0.281,-12.657,Major,0.944,60.797,4/4,0.309,"artist: joe zimmerman, track: lasik, genre: comedy"
Blues,Big Jay McNeely,Nervous Man Nervous,69CI6aEDyRmPYM46WaTFkj,25,0.517,0.481,154933,0.63,0.0,G#,0.054,-4.575,Major,0.044,83.562,4/4,0.87,"artist: big jay mcneely, track: nervous man nervous, genre: blues"
Anime,BACK-ON,Selfish,1U7fEVPNLaU3JNENYESbiV,15,0.000888,0.457,162507,0.951,0.0,A,0.0751,-4.173,Major,0.158,189.652,4/4,0.77,"artist: backon, track: selfish, genre: anime"
Classical,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 1: No. 14, Und da sie den Lobgesang gesprochen hatten",0PXELrb0dtDl3gG6V1HuzZ,0,0.856,0.355,66973,0.127,0.0,D#,0.0879,-22.56,Major,0.0747,81.816,4/4,0.139,"artist: johann sebastian bach, track: st matthew passion, bwv 244, pt 1: no 14, und da sie den lobgesang gesprochen hatten, genre: classical"
Blues,Juicy Lucy,Who Do You Love?,7bX0AR2q50IfDu0TnmTdwP,31,0.00419,0.456,180147,0.923,0.00516,A,0.275,-7.496,Major,0.112,115.526,4/4,0.342,"artist: juicy lucy, track: who do you love, genre: blues"
Blues,Death From Above 1979,Black History Month,6Nb5R9bYUDUk1GFDRcmF7d,27,0.0101,0.701,215200,0.86,8.95e-05,G,0.278,-6.727,Minor,0.0476,113.087,4/4,0.709,"artist: death from above 1979, track: black history month, genre: blues"
Soul,Dru Hill,How Deep Is Your Love,60NvAO9lx0KmBNAVHIlWN6,56,0.0367,0.72,243360,0.434,1.52e-05,F#,0.318,-9.08,Major,0.0907,94.421,4/4,0.756,"artist: dru hill, track: how deep is your love, genre: soul"
Children's Music,Juice Music,Teddy Bears Picnic,3yk0ZZJlRVX7cyi4EnX4jC,0,0.89,0.719,144149,0.258,0.0,D#,0.107,-11.282,Major,0.207,110.741,4/4,0.921,"artist: juice music, track: teddy bears picnic, genre: childrens music"
Rap,2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,77,0.0317,0.822,210200,0.505,0.000911,G,0.114,-7.384,Major,0.147,73.003,4/4,0.523,"artist: 2 chainz, track: its a vibe, genre: rap"
Reggaeton,Nengo Flow,Torturaou Y To Jodio,5EHBAe0Axh8wBWpjq7fy7h,32,0.021,0.707,269533,0.762,1.93e-06,B,0.745,-8.05,Minor,0.373,175.833,4/4,0.644,"artist: nengo flow, track: torturaou y to jodio, genre: reggaeton"
Electronic,Gramatik,The Anthem,1hKURIlT5umEF8HeEu0N0F,39,0.00929,0.742,287000,0.812,0.624,G,0.0536,-4.379,Major,0.113,90.069,4/4,0.69,"artist: gramatik, track: the anthem, genre: electronic"
World,Hillsong UNITED,Oceans - Lark Remix,00nSahRffIywh0XSzTZvae,30,0.284,0.578,314747,0.745,0.518,D,0.105,-9.325,Major,0.0684,131.925,4/4,0.159,"artist: hillsong united, track: oceans  lark remix, genre: world"
Movie,Henri Salvador,Charlot,2vOPYhvWq0DY8Gxzzo9rZy,0,0.769,0.695,152173,0.267,0.0,G,0.0794,-11.522,Minor,0.231,84.523,4/4,0.568,"artist: henri salvador, track: charlot, genre: movie"
World,Benjy Wertheimer,Tabla Breath,3cjOt90cB7acl5BAjkIwJ1,50,0.455,0.722,326667,0.0327,0.907,A#,0.122,-20.815,Major,0.0339,86.004,4/4,0.0362,"artist: benjy wertheimer, track: tabla breath, genre: world"
Children’s Music,Scissor Sisters,I Don't Feel Like Dancin',13pyGLYmBjYgvOMIEivX2K,50,0.0201,0.713,288360,0.917,0.0,G,0.301,-3.272,Major,0.0298,108.042,4/4,0.792,"artist: scissor sisters, track: i dont feel like dancin, genre: childrens music"
Opera,Léo Delibes,Coppelia: Act I - Theme slave varie,2GqNv1XiLgNFbGHtmyG7xg,16,0.789,0.304,432373,0.0433,0.0991,E,0.15,-24.292,Major,0.0385,129.606,4/4,0.239,"artist: lo delibes, track: coppelia: act i  theme slave varie, genre: opera"
Ska,The Wailers,Mr. Brown,34x3k7qwPrrzOYTFDnyHch,31,0.168,0.703,212773,0.298,0.0,C#,0.137,-14.539,Major,0.154,93.134,4/4,0.893,"artist: the wailers, track: mr brown, genre: ska"
Reggae,Lucky Dube,RastasNever Dies,2WiJ2COqaNKnaTAxl6MX9r,32,0.499,0.634,233627,0.87,0.0254,G,0.061,-4.873,Major,0.0577,177.897,4/4,0.97,"artist: lucky dube, track: rastasnever dies, genre: reggae"
Jazz,Pieces Of A Dream,Right Back Atcha,6P9nJUyMQ8UaMrYwsuyqvw,44,0.209,0.709,289586,0.776,0.122,G,0.0639,-6.631,Major,0.0363,100.038,4/4,0.841,"artist: pieces of a dream, track: right back atcha, genre: jazz"
Movie,Cliff Edwards,Paddlin' Madeline Home,4ebN7GvLaSJm0roXsQs7Io,0,0.983,0.668,107440,0.146,0.000286,F,0.105,-15.713,Major,0.394,130.371,5/4,0.555,"artist: cliff edwards, track: paddlin madeline home, genre: movie"
Soul,"Earth, Wind & Fire",Beijo (Interlude),2RaN7kGPxuT3wvpdw9dyND,44,0.248,0.841,80147,0.752,0.0068,B,0.105,-11.165,Minor,0.0898,112.362,4/4,0.549,"artist: earth, wind  fire, track: beijo interlude, genre: soul"
Reggae,Capleton,Ask Dem,5p4yUMV4uj02Zvb6ggXLD3,26,0.186,0.599,222316,0.812,0.0,C#,0.146,-4.385,Major,0.183,128.606,5/4,0.331,"artist: capleton, track: ask dem, genre: reggae"
Comedy,Jeff Foxworthy,Out of the Gene Pool,5EN8ZBXLijLsOspG6sDa1a,26,0.71,0.646,210040,0.768,0.0,A#,0.698,-9.999,Minor,0.93,113.992,3/4,0.326,"artist: jeff foxworthy, track: out of the gene pool, genre: comedy"
Soul,RKCB,Comatose,0x7Vf2tS7Qe69RwtO3Ub1W,57,0.872,0.561,260870,0.301,0.305,A,0.103,-10.896,Minor,0.041,137.995,4/4,0.0594,"artist: rkcb, track: comatose, genre: soul"
Reggae,Louise Attaque,J't'emmène au vent,0Wr98MVkENZXddiLB3bPb0,64,0.252,0.567,184173,0.771,0.0,F#,0.101,-5.577,Major,0.0365,137.014,4/4,0.596,"artist: louise attaque, track: jtemmne au vent, genre: reggae"
Reggae,311,Freak Out,4G7MuKmH2n2lZKDMm6myzJ,29,0.00382,0.733,223000,0.886,1.27e-05,A,0.0848,-6.118,Major,0.143,96.396,4/4,0.612,"artist: 311, track: freak out, genre: reggae"
Dance,The Vines,Get Free,1JcGNoiwifg0MdJMVgJQYx,59,0.000163,0.502,126573,0.978,1.27e-06,G,0.287,-3.278,Major,0.0649,138.811,4/4,0.603,"artist: the vines, track: get free, genre: dance"
Reggaeton,Alexis y Fido,Como el Primer Beso,3P27hUanqWLCJvD5KD7QcN,27,0.0175,0.73,235667,0.872,0.000703,C#,0.295,-4.631,Minor,0.0298,102.01,4/4,0.969,"artist: alexis y fido, track: como el primer beso, genre: reggaeton"
Comedy,George Carlin,Fourth Leftfielders,1OWLI76CVORsEmyZrKBnuM,14,0.682,0.442,105760,0.683,0.0,C#,0.975,-16.736,Major,0.923,90.834,4/4,0.25,"artist: george carlin, track: fourth leftfielders, genre: comedy"
Country,Eric Church,Livin' Part Of Life,0X6LpTaCRqlMUmjCynuo5a,51,0.494,0.454,269173,0.642,0.0,C#,0.192,-8.647,Major,0.035,146.79,4/4,0.86,"artist: eric church, track: livin part of life, genre: country"
Country,Midland,Altitude Adjustment,4XSLXwwLskeFy1k6ec4tBg,45,0.149,0.625,206040,0.907,0.0,G,0.222,-4.375,Major,0.0385,125.033,4/4,0.864,"artist: midland, track: altitude adjustment, genre: country"
Soul,Bearcubs,Do You Feel,6lpM9CGvcLPdfhvRbU5NA3,48,0.616,0.575,234000,0.494,0.339,A#,0.552,-8.731,Minor,0.372,167.085,5/4,0.459,"artist: bearcubs, track: do you feel, genre: soul"
R&B,Rels B,Diles,1Kmr5vrP0AGUY04JWXCFMf,67,0.231,0.705,185332,0.671,0.0,G#,0.0467,-6.253,Minor,0.46,87.922,4/4,0.718,"artist: rels b, track: diles, genre: rb"
Reggae,Garnett Silk,Watch Over Our Shoulders,77PMAmP3sXZK4zqNcQ1Ott,28,0.206,0.621,226440,0.647,0.0,B,0.117,-5.028,Minor,0.1,167.331,4/4,0.679,"artist: garnett silk, track: watch over our shoulders, genre: reggae"
Classical,Gustav Holst,"First Suite in E-Flat Major, Op. 28 No. 1, H. 105: III. March",3zHGvY9L7Nt1dqSfJMmmv5,35,0.924,0.455,178187,0.232,0.941,G#,0.205,-16.804,Major,0.038,133.217,4/4,0.402,"artist: gustav holst, track: first suite in eflat major, op 28 no 1, h 105: iii march, genre: classical"
Alternative,James Blake,A Case Of You,6tNrUI6H15kqWBff0HcEZr,40,0.933,0.459,177400,0.276,0.000208,G,0.114,-11.192,Major,0.08,166.912,4/4,0.474,"artist: james blake, track: a case of you, genre: alternative"
Folk,Rainbow Kitten Surprise,Bare Bones,7qHoVZ6076OGx18G6W5vQ9,52,0.975,0.753,196453,0.18,0.00266,G,0.111,-13.618,Major,0.0566,114.891,4/4,0.187,"artist: rainbow kitten surprise, track: bare bones, genre: folk"
R&B,Monica,Love All Over Me,3jmrIQTRL9ea0Xv4yCvJEJ,47,0.546,0.514,229947,0.628,0.0,E,0.161,-5.661,Minor,0.0451,129.539,4/4,0.422,"artist: monica, track: love all over me, genre: rb"
Alternative,Soundgarden,Slaves & Bulldozers,5OItvMnlXm5OugNhUQwxgS,43,3.36e-05,0.473,416200,0.742,0.00248,C,0.183,-6.056,Major,0.0342,130.977,4/4,0.244,"artist: soundgarden, track: slaves  bulldozers, genre: alternative"
Electronic,Dillon Francis,I Can't Take It,2ejG7VcmU0byxr1RszPDrP,32,0.00141,0.721,262533,0.93,0.172,E,0.272,-4.22,Minor,0.0458,111.944,4/4,0.19,"artist: dillon francis, track: i cant take it, genre: electronic"
Anime,Nobuo Uematsu,Hymn - Ixion,73NGqQm3Fxodc8uYQRhPDc,25,0.978,0.173,40800,0.209,0.851,G,0.109,-14.522,Major,0.0649,71.288,1/4,0.052,"artist: nobuo uematsu, track: hymn  ixion, genre: anime"
Rock,Radiohead,All I Need,51ygW389BW4Dut3B69pSwc,61,0.517,0.668,228747,0.477,0.446,E,0.139,-8.709,Minor,0.0358,88.005,4/4,0.0966,"artist: radiohead, track: all i need, genre: rock"
Comedy,Mitch Fatel,Orgasm,6MBhwaiY2hY7pW9rQQkkk4,12,0.926,0.482,203493,0.835,0.0,A#,0.814,-11.402,Minor,0.949,119.622,1/4,0.423,"artist: mitch fatel, track: orgasm, genre: comedy"
R&B,BJ The Chicago Kid,Turnin' Me Up,5MjAFPcmrR1DYCgZrXCN4d,62,0.0406,0.734,269173,0.776,0.193,D,0.0547,-4.193,Major,0.0826,78.542,4/4,0.843,"artist: bj the chicago kid, track: turnin me up, genre: rb"
Dance,Rihanna,Umbrella,49FYlytm3dAAraYgpoJZux,82,0.00864,0.583,275987,0.829,0.0,C#,0.0426,-4.603,Major,0.134,174.028,4/4,0.575,"artist: rihanna, track: umbrella, genre: dance"
Rap,Craig Xen,Wassup Bro!,4zIMuGSdbGTahvHB7CloVR,63,0.248,0.81,137107,0.585,0.0115,A,0.0959,-7.037,Minor,0.288,139.968,4/4,0.281,"artist: craig xen, track: wassup bro, genre: rap"
Hip-Hop,Lil Peep,Sex with My Ex,0H1Had94fszD13qsFsP1U5,73,0.0472,0.497,213640,0.77,0.0,F#,0.102,-4.298,Major,0.0757,167.892,4/4,0.47,"artist: lil peep, track: sex with my ex, genre: hiphop"
World,Dhafer Youssef,Dance Layan Dance,1YnWgkdp8qfnEAb40G3NG2,30,0.85,0.722,276679,0.488,0.848,C#,0.0771,-10.162,Minor,0.0433,94.837,3/4,0.871,"artist: dhafer youssef, track: dance layan dance, genre: world"
World,Vineyard Worship,Lord reign in me,1eve26doW1ujO3FxdH7Hlo,30,0.246,0.42,237307,0.884,0.00269,C,0.966,-5.014,Major,0.0381,91.124,4/4,0.5,"artist: vineyard worship, track: lord reign in me, genre: world"
Country,Kelsea Ballerini,Dibs,6FWrlXo99QRmPtOeUSWDjv,59,0.231,0.638,183947,0.733,0.0,E,0.103,-4.7,Major,0.052,87.999,4/4,0.651,"artist: kelsea ballerini, track: dibs, genre: country"
Soul,Beshken,Faceless (feat. Gus Dapperton),7negsVXshIJDsJEFVmw0Aw,49,0.205,0.672,208538,0.646,2.39e-05,D,0.0993,-9.11,Major,0.101,75.03,4/4,0.12,"artist: beshken, track: faceless feat gus dapperton, genre: soul"
Blues,The Platters,You'll Never Never Know,2CfiZRucDxVD8mVWCiwd3O,42,0.915,0.407,160840,0.379,0.0,C#,0.106,-10.944,Major,0.0331,99.943,4/4,0.645,"artist: the platters, track: youll never never know, genre: blues"
Classical,Richard Strauss,"Arabella, Op. 79, TrV 263, Act III: Welch ein erregtes Tete-a-tete im Stiegenhaus! (Live)",4AZDiNh9PgwnegIScq5Jc3,0,0.894,0.403,362373,0.154,0.0,A#,0.254,-22.423,Minor,0.148,101.417,4/4,0.223,"artist: richard strauss, track: arabella, op 79, trv 263, act iii: welch ein erregtes teteatete im stiegenhaus live, genre: classical"
Rap,Jon Bellion,Maybe IDK,6pTDPaMcN5KSYD8hJ1uWId,61,0.0424,0.606,233393,0.533,0.0,A,0.172,-6.426,Major,0.0522,120.049,4/4,0.221,"artist: jon bellion, track: maybe idk, genre: rap"
Indie,Wet,11 Hours,09XNKV5GjHZDX5iVBJQdRq,45,0.803,0.622,187440,0.332,0.00173,D,0.0872,-9.65,Major,0.0357,115.97,4/4,0.148,"artist: wet, track: 11 hours, genre: indie"
Classical,Pyotr Ilyich Tchaikovsky,"The Nutcracker - Ballet, Op.71, Act II: No. 10 - The Kingdom of Sweets",7KwH7xYAQ5rFja2GnJLIqD,38,0.915,0.136,230320,0.173,0.915,E,0.0991,-21.625,Major,0.0383,83.404,3/4,0.0726,"artist: pyotr ilyich tchaikovsky, track: the nutcracker  ballet, op71, act ii: no 10  the kingdom of sweets, genre: classical"
Reggae,The Black Seeds,Dust and Dirt,2By5whCkeD9AG7KlXNYNpB,40,0.0231,0.723,283547,0.508,0.0923,F,0.227,-8.206,Minor,0.0313,80.8,4/4,0.748,"artist: the black seeds, track: dust and dirt, genre: reggae"
Rap,Flatbush Zombies,Smoke Break (Interlude),0qLf67shojTvxtt40x2yIe,53,0.673,0.709,124493,0.324,3.79e-06,F,0.109,-15.954,Minor,0.247,99.974,4/4,0.118,"artist: flatbush zombies, track: smoke break interlude, genre: rap"
Country,Parmalee,These are the Good Days,7Gp5byEJsOSHXXtPf7VmdB,41,0.00319,0.555,172240,0.823,0.0,F#,0.156,-4.449,Major,0.0697,88.875,4/4,0.603,"artist: parmalee, track: these are the good days, genre: country"
Anime,MAN WITH A MISSION,Hey Now,4O9VH0iWh2j0Ew2b8S2x7R,26,0.000584,0.526,331413,0.933,1.74e-06,G,0.0904,-4.727,Major,0.163,136.026,4/4,0.131,"artist: man with a mission, track: hey now, genre: anime"
Children's Music,Kimbo Children's Music,"Medley: Hickory, Dickory Dock / Hey, Diddle Diddle",0TUhKgUdb22D3keb3PN8Rm,0,0.946,0.816,94000,0.228,0.00156,C,0.0746,-12.851,Major,0.0707,83.078,4/4,0.962,"artist: kimbo childrens music, track: medley: hickory, dickory dock  hey, diddle diddle, genre: childrens music"
Rap,Ty Dolla $ign,Drugs (feat. Wiz Khalifa),1a66Fi0cTnE8c8lDjeNMDy,57,0.275,0.746,143942,0.573,0.0,G,0.0982,-6.394,Major,0.155,74.984,4/4,0.404,"artist: ty dolla ign, track: drugs feat wiz khalifa, genre: rap"
Soundtrack,Joris de Man,A Boon - Part 1 - Motherland,79rxuKshDfDNP9ehrSOwfx,33,0.0532,0.222,97978,0.435,0.732,C,0.37,-17.825,Major,0.0429,158.977,3/4,0.0525,"artist: joris de man, track: a boon  part 1  motherland, genre: soundtrack"
Electronic,Kora (CA),Kanjira,3ajiQwDHMWEVxZKXWPZtNg,39,0.319,0.826,252260,0.527,0.903,E,0.134,-9.49,Minor,0.0608,120.039,4/4,0.342,"artist: kora ca, track: kanjira, genre: electronic"
Electronic,Massive Attack,Better Things,4orPBWfQNUxs3RObirJwZR,44,0.337,0.588,253933,0.182,0.294,A,0.0741,-16.192,Minor,0.0567,122.574,3/4,0.523,"artist: massive attack, track: better things, genre: electronic"
Ska,Big D and the Kids Table,A Kiss A Week,2Qy2WXyAZ9pth8Kb9TgGy9,26,0.158,0.66,233187,0.839,0.0,F,0.676,-5.326,Major,0.0599,157.954,4/4,0.968,"artist: big d and the kids table, track: a kiss a week, genre: ska"
Classical,Johann Sebastian Bach,"Cello Suite No. 4 in E-Flat Major, BWV 1010: VI. Gigue",2Y9HshitG2sK0LZjNHsVJC,33,0.958,0.33,153147,0.154,0.846,D#,0.117,-24.64,Major,0.0498,104.184,4/4,0.869,"artist: johann sebastian bach, track: cello suite no 4 in eflat major, bwv 1010: vi gigue, genre: classical"
R&B,Missy Elliott,She's a Bitch,6xbMd2P2B9Iey7iVyqsgtX,50,0.275,0.945,239867,0.522,1.56e-05,G,0.093,-8.211,Minor,0.193,111.129,4/4,0.593,"artist: missy elliott, track: shes a bitch, genre: rb"
